Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.43.1863 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DE ITAPEVA ,Estadual ,Parque ,Category II ,Torres (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1987 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,ÁREA DE PROTEçãO AMBIENTAL ESTADUAL DELTA DO JACUí ,Estadual ,Área de Proteção Ambiental ,Category V ,"Canoas (RS), Charqueadas (RS), Eldorado do Sul (RS), Nova Santa Rita (RS), Porto Alegre (RS), Triunfo (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1988 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE ,Estadual ,Área de Proteção Ambiental ,Category V ,"Glorinha (RS), Gravataí (RS), Santo Antônio da Patrulha (RS), Viamão (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1993 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA DO MATO GRANDE ,Estadual ,Reserva Biológica ,Category Ia ,Arroio Grande (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1994 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DE ITAPUã ,Estadual ,Parque ,Category II ,Viamão (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1995 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,ESTAçãO ECOLóGICA ESTADUAL ARATINGA ,Estadual ,Estação Ecológica ,Category Ia ,"Itatí (RS), São Francisco de Paula (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1996 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL ,Estadual ,Área de Proteção Ambiental ,Category V ,"Cambará do Sul (RS), Itatí (RS), São Francisco de Paula (RS), Três Forquilhas (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2000 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO DELTA DO JACUí ,Estadual ,Parque ,Category II ,"Canoas (RS), Charqueadas (RS), Eldorado do Sul (RS), Nova Santa Rita (RS), Porto Alegre (RS), Triunfo (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2001 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO IBITIRIá ,Estadual ,Parque ,Category II ,"Bom Jesus (RS), Vacaria (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2002 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO PAPAGAIO-CHARãO ,Estadual ,Parque ,Category II ,Sarandi (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2003 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO PODOCARPUS ,Estadual ,Parque ,Category II ,Encruzilhada do Sul (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2004 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL QUARTA COLôNIA ,Estadual ,Parque ,Category II ,"Agudo (RS), Ibarama (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2005 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO TAINHAS ,Estadual ,Parque ,Category II ,"Cambará do Sul (RS), Jaquirana (RS), São Francisco de Paula (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2006 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,REFúGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Viamão (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2007 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA DO IBIRAPUITã ,Estadual ,Reserva Biológica ,Category Ia ,Alegrete (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2008 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA ESTADUAL MATA PALUDOSA ,Estadual ,Reserva Biológica ,Category Ia ,Itatí (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2009 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA DO SãO DONATO ,Estadual ,Reserva Biológica ,Category Ia ,"Itaqui (RS), Maçambara (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.2010 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA DA SERRA GERAL ,Estadual ,Reserva Biológica ,Category Ia ,"Itatí (RS), Maquiné (RS), Terra de Areia (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3514 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,REFúGIO DE VIDA SILVESTRE BANHADO DO MAçARICO ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Rio Grande (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3736 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO CAMAQUã ,Estadual ,Parque ,Category II ,"Camaquã (RS), São Lourenço do Sul (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3753 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTADUAL BARBA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Barra do Ribeiro (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3754 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL MO'ã ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Itaara (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3776 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL BOA VISTA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santana da Boa Vista (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.3799 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,RESERVA BIOLóGICA DO IBICUí MIRIM ,Estadual ,Reserva Biológica ,Category Ia ,"Itaara (RS), São Martinho da Serra (RS) ",Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
352023,0000.50.0419 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,PARQUE ESTADUAL DO PROSA ,Estadual ,Parque ,Category II ,Campo Grande (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
352017,0000.50.0420 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA ,Estadual ,Parque ,Category II ,"Taquarussu (MS), Naviraí (MS), Jateí (MS) ",Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
352002,0000.50.0421 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI ,Estadual ,Parque ,Category II ,"Alcinópolis (MS), Costa Rica (MS) ",Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
352026,0000.50.0422 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,PARQUE ESTADUAL MATAS DO SEGREDO ,Estadual ,Parque ,Category II ,Campo Grande (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
352021,0000.50.0423 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO ,Estadual ,Parque ,Category II ,"Corumbá (MS), Aquidauana (MS) ",Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.0430 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA VALE DO BUGIO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corguinho (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1515 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,MONUMENTO NATURAL DA GRUTA DO LAGO AZUL ,Estadual ,Monumento Natural ,Category III ,Bonito (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1571 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,MONUMENTO NATURAL DO RIO FORMOSO ,Estadual ,Monumento Natural ,Category III ,Bonito (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1578 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,ÁREA DE PROTEÇÃO AMBIENTAL RIO CÊNICO ROTAS MONÇOEIRAS ,Estadual ,Área de Proteção Ambiental ,Category V ,"São Gabriel do Oeste (MS), Rio Verde de Mato Grosso (MS), Coxim (MS), Camapuã (MS) ",Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1579 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Dois Irmãos do Buriti (MS), Aquidauana (MS) ",Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1663 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL DUAS PEDRAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Bandeirantes (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1665 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL XODó DO Vô RUY ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Jardim (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1980 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA SãO PEDRO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Eldorado (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1981 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA SANTO ANTôNIO- LOTE 1 C ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Eldorado (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.1982 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CARA DA ONçA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Bodoquena (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2066 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CABECEIRA DA LAGOA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corguinho (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2327 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL VALE DO SOL II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Ribas do Rio Pardo (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2356 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RANCHO TUCANO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Bonito (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2567 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CACHOEIRAS DO SãO BENTO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Coxim (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2590 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CECíLIA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Naviraí (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2751 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CECíLIA II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corumbá (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2752 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO DA BARRA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Bonito (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2753 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DE PEDRA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Paraíso das Águas (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2754 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POLEIRO GRANDE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corumbá (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2755 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NHUMIRIM ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corumbá (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2759 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Nova Andradina (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2761 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO PRATA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Jardim (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2762 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RUMO AO OESTE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Corumbá (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2772 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO GERALDO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Bonito (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.50.2773 ,Instituto de Meio Ambiente do Mato Grosso do Sul ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA SOFIA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Aquidauana (MS) ,Sim ,MS ,,,,,,,,,,,,,,,,,,,,,,,,,
115769,0000.51.0448 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL SERRA RICARDO FRANCO ,Estadual ,Parque ,Category II ,Vila Bela da Santíssima Trindade (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
115772,0000.51.0451 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ESTAçãO ECOLóGICA DO RIO RONURO ,Estadual ,Estação Ecológica ,Category Ia ,Nova Ubiratã (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
115768,0000.51.0453 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ ,Estadual ,Área de Proteção Ambiental ,Category V ,"NOVA BRASILIA (MT), Nova Mutum (MT), Nobres (MT), Planalto da Serra (MT), Rosário Oeste (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
351992,0000.51.0454 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL ÁGUAS DO CUIABÁ ,Estadual ,Parque ,Category II ,"Nobres (MT), Rosário Oeste (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352197,0000.51.0455 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL IGARAPÉS DO JURUENA ,Estadual ,Parque ,Category II ,"Colniza (MT), Cotriguaçu (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352057,0000.51.0456 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL TUCUMÃ ,Estadual ,Parque ,Category II ,Colniza (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
33041,0000.51.0457 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,RESERVA BIOLÓGICA CULUENE ,Estadual ,Reserva Biológica ,Category Ia ,Paranatinga (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352028,0000.51.0460 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL DOM OSÓRIO STOFFEL ,Estadual ,Parque ,Category II ,Rondonópolis (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
351878,0000.51.0461 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES ,Estadual ,Área de Proteção Ambiental ,Category V ,"Campo Verde (MT), Chapada dos Guimarães (MT), Cuiabá (MT), Santo Antônio do Leverger (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
115765,0000.51.0462 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL SERRA SANTA BÁRBARA ,Estadual ,Parque ,Category II ,"Pontes e Lacerda (MT), Porto Esperidião (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352076,0000.51.0463 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT ,Estadual ,Reserva Extrativista ,Category VI ,"Aripuanã (MT), Colniza (MT), Rodolândia (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
351999,0000.51.0464 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL MÃE BONIFÁCIA ,Estadual ,Parque ,Category II ,Cuiabá (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352033,0000.51.0465 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL GRUTA DA LAGOA AZUL ,Estadual ,Parque ,Category II ,Nobres (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352027,0000.51.0470 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL DO XINGU ,Estadual ,Parque ,Category II ,Santa Cruz do Xingú (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352004,0000.51.0472 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL SERRA AZUL ,Estadual ,Parque ,Category II ,Barra do Garças (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352083,0000.51.0475 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,REFÚGIO DE VIDA SILVESTRE CORIXÃO DA MATA AZUL ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Cocalinho (MT), Novo Santo Antonio (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352084,0000.51.0476 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,REFÚGIO DE VIDA SILVESTRE QUELÔNIOS DO ARAGUAIA ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Cocalinho (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
352016,0000.51.0477 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL DO GUIRÁ ,Estadual ,Parque ,Category II ,Cáceres (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
351895,0000.51.0478 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ÁREA DE PROTEÇÃO AMBIENTAL DO SALTO MAGESSI ,Estadual ,Área de Proteção Ambiental ,Category V ,"Santa Rita do Trivelato (MT), Sorriso (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.0479 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL PÉ DA SERRA AZUL ,Estadual ,Área de Proteção Ambiental ,Category V ,Barra do Garças (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1467 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL DE ÁGUAS QUENTES ,Estadual ,Parque ,Category II ,Santo Antônio do Leverger (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1896 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ÁREA DE PROTEÇÃO AMBIENTAL NASCENTES DO RIO PARAGUAI ,Estadual ,Área de Proteção Ambiental ,Category V ,"Alto Paraguai (MT), Diamantino (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1899 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ESTAçãO ECOLóGICA DO RIO ROOSEVELT ,Estadual ,Estação Ecológica ,Category Ia ,Colniza (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1901 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL CRISTALINO ,Estadual ,Parque ,Category II ,"Alta Floresta (MT), Novo Mundo (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1902 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL CRISTALINO II ,Estadual ,Parque ,Category II ,Novo Mundo (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1903 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL Zé BOLO FLô ,Estadual ,Parque ,Category II ,Cuiabá (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1916 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL ENCONTRO DAS ÁGUAS ,Estadual ,Parque ,Category II ,"Barão de Melgaço (MT), Poconé (MT) ",Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1917 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,PARQUE ESTADUAL DO ARAGUAIAA ,Estadual ,Parque ,Category II ,Novo Santo Antonio (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1918 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ESTAçãO ECOLóGICA DO RIO MADEIRINHA ,Estadual ,Estação Ecológica ,Category Ia ,Colniza (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1919 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,ESTAçãO ECOLóGICA RIO FLOR DO PRADO ,Estadual ,Estação Ecológica ,Category Ia ,Aripuanã (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1920 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,MONUMENTO NATURAL MORRO DE SANTO ANTôNIO ,Estadual ,Monumento Natural ,Category III ,Santo Antônio do Leverger (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1923 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEUGEOT-ONF-BRASIL ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Cotriguaçu (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.1924 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CRISTALINO III ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Novo Mundo (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.51.2045 ,Secretaria de Estado do Meio Ambiente de Mato Grosso ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRISTALINO I ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Novo Mundo (MT) ,Sim ,MT ,,,,,,,,,,,,,,,,,,,,,,,,,
