Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.35.2720 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN SITIO KON TIKI ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Rita do Passa Quatro (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2795 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN RESERVA DO DADINHO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Atibaia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2839 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL NASCENTES DO PARANAPANEMA ,Estadual ,Parque ,Category II ,Capâo Bonito (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2843 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ARIE ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Ilha Comprida (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2867 ,Instituto de Botância de São Paulo ,PARQUE ESTADUAL DAS FONTES DO IPIRANGA ,Estadual ,Parque ,Category II ,São Paulo (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2875 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN SITIO MANACA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Guaratinguetá (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2935 ,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP ,ESTAçãO ECOLóGICA DE ASSIS ,Estadual ,Estação Ecológica ,Category Ia ,Assis (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2936 ,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP ,ESTAçãO ECOLóGICA DE ANGATUBA ,Estadual ,Estação Ecológica ,Category Ia ,"Angatuba (SP), Guareí (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.2937 ,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP ,FLORESTA ESTADUAL DE ASSIS ,Estadual ,Floresta ,Category VI ,Assis (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3387 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN BOTUJURU-SERRA DO ITAPETY ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Moji das Cruzes (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3418 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN SERRINHA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Queluz (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3419 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN VALE VERDEJANTE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Ubarana (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3420 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN RESERVA HINAYANA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Moji das Cruzes (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3422 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN SANTA RITA DE CASSIA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Queluz (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3423 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN RESERVA DO JACU ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Atibaia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3424 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN PEDRA DA MINA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Queluz (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3425 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN MARINA DO CONDE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Guarujá (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3435 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RPPN SãO ELIAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Capivari (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3646 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,São Miguel Arcanjo (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3656 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,PARQUE ESTADUAL ÁGUAS DA BILLINGS ,Estadual ,Parque ,Category II ,São Bernardo do Campo (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3730 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GIGANTE DO ITAGUARÉ ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Cruzeiro (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3731 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ÁREA DE RELEVANTE INTERESSE ECOLóGICO DA PEDRA BRANCA ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Tremembé (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3737 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO DO IFÉ ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Colômbia (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3740 ,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP ,FLORESTA ESTADUAL DO NOROESTE PAULISTA ,Estadual ,Floresta ,Category VI ,"Mirassol (SP), São José do Rio Preto (SP) ",Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3742 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,ÁREA DE PROTEÇÃO AMBIENTAL HARAS SÃO BERNARDO ,Estadual ,Área de Proteção Ambiental ,Category V ,Santo André (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.35.3789 ,Fundação para Conservação e a Produção Florestal do Estado de São Paulo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MURIQUIS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,São José dos Campos (SP) ,Sim ,SP ,,,,,,,,,,,,,,,,,,,,,,,,,
61719,0000.41.0495 ,Instituto Ambiental do Paraná ,FLORESTA ESTADUAL DE SANTANA ,Estadual ,Floresta ,Category VI ,Paulo Frontin (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351899,0000.41.0496 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL GUARAQUEÇABA ,Estadual ,Área de Proteção Ambiental ,Category V ,Guaraqueçaba (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
40924,0000.41.0497 ,Instituto Ambiental do Paraná ,ESTAÇÃO ECOLÓGICA DO GUARAGUAÇU ,Estadual ,Estação Ecológica ,Category Ia ,Paranaguá (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351879,0000.41.0498 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Balsa Nova (PR), Castro (PR), Jaguariaíva (PR), Lapa (PR), Palmeira (PR), Piraí do Sul (PR), Ponta Grossa (PR), Porto Amazonas (PR), Sengés (PR), Tibagi (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352014,0000.41.0499 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO CERRADO ,Estadual ,Parque ,Category II ,Jaguariaíva (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
61730,0000.41.0500 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Guaratuba (PR), MATINHOS (PR), Morretes (PR), Paranaguá (PR), São José dos Pinhais (PR), Tijucas do Sul (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0501 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Campina Grande do Sul (PR), Colombo (PR), Pinhais (PR), Piraquara (PR), Quatro Barras (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0502 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA ,Estadual ,Área de Proteção Ambiental ,Category V ,Piraquara (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33572,0000.41.0504 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE IBIPORÃ ,Estadual ,Parque ,Category II ,Ibiporã (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0505 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO RIO GUARANI ,Estadual ,Parque ,Category II ,Três Barras do Paraná (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351894,0000.41.0506 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL DO RIO VERDE ,Estadual ,Área de Proteção Ambiental ,Category V ,"Araucária (PR), Campo Largo (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352019,0000.41.0511 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO LAGO AZUL ,Estadual ,Parque ,Category II ,"Luiziana (PR), Campo Mourão (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16068,0000.41.0512 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO RIO DA ONÇA ,Estadual ,Parque ,Category II ,Matinhos (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16069,0000.41.0513 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE CAMPINHOS ,Estadual ,Parque ,Category II ,"Cerro Azul (PR), Tunas do Paraná (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352012,0000.41.0514 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO BOGUAÇU ,Estadual ,Parque ,Category II ,Guaratuba (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351951,0000.41.0515 ,Instituto Ambiental do Paraná ,ESTAÇÃO ECOLÓGICA RIO DOS TOUROS ,Estadual ,Estação Ecológica ,Category Ia ,Reserva do Iguaçu (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351944,0000.41.0516 ,Instituto Ambiental do Paraná ,ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO ,Estadual ,Estação Ecológica ,Category Ia ,Fernandes Pinheiro (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0517 ,Instituto Ambiental do Paraná ,FLORESTA ESTADUAL CÓRREGO DA BIQUINHA ,Estadual ,Floresta ,Category VI ,Tibagi (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352022,0000.41.0518 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO PAU-OCO ,Estadual ,Parque ,Category II ,Morretes (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352001,0000.41.0519 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL MATA SÃO FRANCISCO ,Estadual ,Parque ,Category II ,"Santa Mariana (PR), Cornélio Procópio (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0520 ,Instituto Ambiental do Paraná ,FLORESTA ESTADUAL METROPOLITANA ,Estadual ,Floresta ,Category VI ,Piraquara (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351979,0000.41.0521 ,Instituto Ambiental do Paraná ,FLORESTA ESTADUAL DO PALMITO ,Estadual ,Floresta ,Category VI ,Paranaguá (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16066,0000.41.0522 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE IBICATU ,Estadual ,Parque ,Category II ,Centenário do Sul (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0523 ,Instituto Ambiental do Paraná ,ESTAÇÃO ECOLÓGICA DO CAUIÁ ,Estadual ,Estação Ecológica ,Category Ia ,Diamante do Norte (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352050,0000.41.0524 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL ROBERTO RIBAS LANGE ,Estadual ,Parque ,Category II ,"Antonina (PR), Morretes (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33585,0000.41.0525 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO PENHASCO VERDE ,Estadual ,Parque ,Category II ,São Jerônimo da Serra (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351891,0000.41.0526 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL DO PASSAUNA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Almirante Tamandaré (PR), Araucária (PR), Campo Magro (PR), Campo Largo (PR), Curitiba (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33581,0000.41.0527 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DA MATA DO GODOY ,Estadual ,Parque ,Category II ,Londrina (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
19436,0000.41.0528 ,Instituto Ambiental do Paraná ,ESTAÇÃO ECOLÓGICA DA ILHA DO MEL ,Estadual ,Estação Ecológica ,Category Ia ,Paranaguá (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351931,0000.41.0529 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DA ILHA DO MEL ,Estadual ,Parque ,Category II ,Paranaguá (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352037,0000.41.0530 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL PROFESSOR JOSÉ WACCHOWICZ ,Estadual ,Parque ,Category II ,Araucária (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352005,0000.41.0531 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL SERRA DA BAITACA ,Estadual ,Parque ,Category II ,"Piraquara (PR), Quatro Barras (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352046,0000.41.0532 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL PICO PARANÁ ,Estadual ,Parque ,Category II ,"Antonina (PR), Campina Grande do Sul (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0533 ,Instituto Ambiental do Paraná ,REFÚGIO DE VIDA SILVESTRE DO PINHÃO. ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Pinhão (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16074,0000.41.0534 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO CAXAMBU ,Estadual ,Parque ,Category II ,Castro (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33580,0000.41.0538 ,Instituto Ambiental do Paraná ,FLORESTA ESTADUAL DO PASSA DOIS ,Estadual ,Floresta ,Category VI ,Curitiba (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33579,0000.41.0539 ,Instituto Ambiental do Paraná ,RESERVA BIOLÓGICA SÃO CAMILO ,Estadual ,Reserva Biológica ,Category Ia ,Palotina (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33586,0000.41.0540 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO PICO MARUMBI ,Estadual ,Parque ,Category II ,"Morretes (PR), Piraquara (PR), Quatro Barras (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33584,0000.41.0541 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DA GRACIOSA ,Estadual ,Parque ,Category II ,Morretes (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33574,0000.41.0542 ,Instituto Ambiental do Paraná ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA CABEÇA DO CACHORRO ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,São Pedro do Iguaçu (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33575,0000.41.0543 ,Instituto Ambiental do Paraná ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO BURITI ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Pato Branco (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33582,0000.41.0544 ,Instituto Ambiental do Paraná ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA SERRA DO TIGRE ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Mallet (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351930,0000.41.0545 ,Instituto Ambiental do Paraná ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO DOMINGOS ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Roncador (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16076,0000.41.0546 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DAS LAURÁCEAS ,Estadual ,Parque ,Category II ,Fênix (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352036,0000.41.0547 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL JOÃO PAULO II ,Estadual ,Parque ,Category II ,Curitiba (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
351880,0000.41.0548 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Cruz Machado (PR), Guarapuava (PR), Inácio Martins (PR), Irati (PR), Mallet (PR), Paula Freitas (PR), Paulo Frontin (PR), Prudentópolis (PR), Rio Azul (PR), União da Vitória (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
352015,0000.41.0549 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DO GUARTELÁ ,Estadual ,Parque ,Category II ,Tibagi (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
3224,0000.41.0550 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE VILA VELHA ,Estadual ,Parque ,Category II ,Ponta Grossa (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
33577,0000.41.0552 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE PALMAS ,Estadual ,Parque ,Category II ,Palmas (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.0658 ,Instituto Ambiental do Paraná ,ÁREA DE PROTEÇÃO AMBIENTAL DO PEQUENO ,Estadual ,Área de Proteção Ambiental ,Category V ,São José dos Pinhais (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.1576 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL VALE DO CóDO ,Estadual ,Parque ,Category II ,"Jaguariaíva (PR), Sengés (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.1577 ,Instituto Ambiental do Paraná ,MONUMENTO NATURAL GRUTA DA LANCINHA ,Estadual ,Monumento Natural ,Category III ,Rio Branco do Sul (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.2259 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE SANTA CLARA ,Estadual ,Parque ,Category II ,"Candói (PR), Foz do Jordão (PR), Pinhão (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.2260 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DA SERRA DA ESPERANÇA ,Estadual ,Parque ,Category II ,"Guarapuava (PR), Prudentópolis (PR), Turvo (PR) ",Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.3047 ,Instituto Ambiental do Paraná ,ESTAçãO ECOLóGICA DO CAIUá ,Estadual ,Estação Ecológica ,Category Ia ,Diamante do Norte (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.3183 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL DE AMAPORÃ ,Estadual ,Parque ,Category II ,Amaporã (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.3333 ,Instituto Ambiental do Paraná ,RESERVA BIOLóGICA ESTADUAL DA BIODIVERSIDADE COP9 MOP4 ,Estadual ,Reserva Biológica ,Category Ia ,Castro (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.41.3334 ,Instituto Ambiental do Paraná ,PARQUE ESTADUAL VITóRIO PIASSA ,Estadual ,Parque ,Category II ,Pato Branco (PR) ,Sim ,PR ,,,,,,,,,,,,,,,,,,,,,,,,,
16078,0000.42.0780 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL DA SERRA FURADA ,Estadual ,Parque ,Category II ,"Grão Pará (SC), Orleans (SC) ",Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
19421,0000.42.0781 ,Fundação de Meio Ambiente de Santa Catarina ,RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ ,Estadual ,Reserva Biológica ,Category Ia ,"Morro Grande (SC), Nova Veneza (SC), Siderópolis (SC), Treviso (SC) ",Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
16081,0000.42.0786 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL DA SERRA DO TABULEIRO ,Estadual ,Parque ,Category II ,"Florianópolis (SC), Imaruí (SC), Paulo Lopes (SC), Palhoça (SC), Santo Amaro da Imperatriz (SC), São Bonifácio (SC), São Martinho (SC), Águas Mornas (SC) ",Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
351874,0000.42.0787 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL RIO CANOAS ,Estadual ,Parque ,Category II ,Campos Novos (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
351872,0000.42.0788 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL DAS ARAUCÁRIAS ,Estadual ,Parque ,Category II ,"Galvão (SC), São Domingos (SC) ",Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
351873,0000.42.0789 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL FRITZ PLAUMANN ,Estadual ,Parque ,Category II ,Concórdia (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
351875,0000.42.0791 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL ACARAI ,Estadual ,Parque ,Category II ,São Francisco do Sul (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.42.1830 ,Fundação de Meio Ambiente de Santa Catarina ,RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS ,Estadual ,Reserva Biológica ,Category Ia ,"Benedito Novo (SC), Doutor Pedrinho (SC) ",Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.42.1844 ,Fundação de Meio Ambiente de Santa Catarina ,PARQUE ESTADUAL DO RIO VERMELHO ,Estadual ,Parque ,Category II ,Florianópolis (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.42.2876 ,Fundação de Meio Ambiente de Santa Catarina ,RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RIO DA PRATA BUGIU ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Anitápolis (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.42.3210 ,Fundação de Meio Ambiente de Santa Catarina ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTADUAL PEDRA BRANCA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Alfredo Wagner (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.42.3211 ,Fundação de Meio Ambiente de Santa Catarina ,RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL DAS CASCATAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Vidal Ramos (SC) ,Sim ,SC ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1018 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO TURVO ,Estadual ,Parque ,Category II ,Derrubadas (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1019 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DE ESPIGãO ALTO ,Estadual ,Parque ,Category II ,Barracão (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.43.1020 ,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS ,PARQUE ESTADUAL DO ESPINILHO ,Estadual ,Parque ,Category II ,Barra do Quaraí (RS) ,Sim ,RS ,,,,,,,,,,,,,,,,,,,,,,,,,
